,STATE,MONTH,IVM,CUMULATIVE_IVM,CFR,DEATHS,CASES_PER_1000,CASES,POPULATION,VAX,CUMULATIVE_VAX,IVM/CASE,DEATHS_PER_1000
69,CHUBUT,2020-12-01,549.42,1010.531,0.0166297117516629,150,17.802584730040184,9020,506668,0.898023953,0.89802395,30861.81070509978,0.00029605185249512503
70,CHUBUT,2021-01-01,1971.012,2981.543,0.0207889666362437,205,19.46244878302952,9861,506668,7.653927227,8.55195118,101272.55937693945,0.00040460419841000417
71,CHUBUT,2021-02-01,337.626,3319.169,0.0161750713606089,68,8.297346585930038,4204,506668,16.52364073,25.0755919,40690.83971646051,0.00013421017313112335
72,CHUBUT,2021-03-01,229.095,3548.264,0.017695635076681,45,5.019065739300686,2543,506668,76.45440407,101.529996,45644.949060165156,8.88155557485375e-05
73,CHUBUT,2021-04-01,236.602,3784.866,0.0164741121095421,77,9.224975723748097,4674,506668,111.0273394,212.557335,25647.980773641422,0.00015197328428083085
74,CHUBUT,2021-05-01,221.776,4006.642,0.0143964562569213,104,14.25785721616522,7224,506668,115.5075908,328.064926,15554.651490586932,0.00020526261772995334
75,CORDOBA,2020-03-01,12.468,12.468,0.0294117647058823,3,0.0308639640525595,102,3304825,0.0,0.0,403966.25588235294,9.077636486046916e-07
76,CORDOBA,2020-04-01,25.216,37.684,0.0856031128404669,22,0.0777650858971352,257,3304825,0.0,0.0,324258.6272373541,6.656933423101072e-06
77,CORDOBA,2020-05-01,15.021,52.705,0.0583333333333333,14,0.0726210918883753,240,3304825,0.0,0.0,206840.73468750002,4.2362303601552275e-06
78,CORDOBA,2020-06-01,15.279,67.984,0.0123456790123456,3,0.07352885553698,243,3304825,0.0,0.0,207795.97191358023,9.077636486046916e-07
79,CORDOBA,2020-07-01,20.07,88.054,0.0136645962732919,22,0.4871664914178512,1610,3304825,0.0,0.0,41197.414751552795,6.656933423101072e-06
80,CORDOBA,2020-08-01,18.543,106.597,0.0214445271779597,144,2.031877633460168,6715,3304825,0.0,0.0,9126.041693968726,4.35726551330252e-05
81,CORDOBA,2020-09-01,54.254,160.851,0.0233644859813084,605,7.835210638989962,25894,3304825,0.0,0.0,6924.383082953579,0.0001830656691352795
82,CORDOBA,2020-10-01,576.787,737.638,0.023037159855652,1181,15.51216781523984,51265,3304825,0.0,0.0,37182.87520286746,0.0003573562896673803
83,CORDOBA,2020-11-01,800.665,1538.303,0.0171353694184054,510,9.005923157807144,29763,3304825,0.0,0.0,88904.26733276216,0.00015431982026279758
84,CORDOBA,2020-12-01,196.084,1734.387,0.0113462797294348,156,4.160280801555301,13749,3304825,1.881491456,1.88149146,47132.39546876136,4.7203709727443965e-05
85,CORDOBA,2021-01-01,384.477,2118.864,0.011745059838575,211,5.435991315727762,17965,3304825,8.520572194,10.4020636,70728.03793626495,6.384604328519665e-05
86,CORDOBA,2021-02-01,275.755,2394.619,0.009437621202327,146,4.681034547971526,15470,3304825,22.62298306,33.0250467,58908.98628797673,4.417783089876166e-05
87,CORDOBA,2021-03-01,229.655,2624.274,0.0097661548478107,180,5.576997269144357,18431,3304825,63.44269364,96.4677403,41178.96941972763,5.4465818916281494e-05
88,CORDOBA,2021-04-01,365.909,2990.183,0.0099510704626628,482,14.656449282488484,48437,3304825,97.01996324,193.487704,24965.73303311518,0.00014584735954248712
89,CORDOBA,2021-05-01,502.189,3492.372,0.0126071310194611,1065,25.561413993176643,84476,3304825,113.5536677,307.041371,19646.37011606847,0.0003222560952546655
92,CORRIENTES,2020-05-01,5.404,18.364,0.0071942446043165,1,0.139932228506309,139,993338,0.0,0.0,38618.694618705034,1.0067066799015037e-06
93,CORRIENTES,2020-06-01,6.71,25.074,0.0344827586206896,3,0.0875834811514308,87,993338,0.0,0.0,76612.62045977011,3.0201200397045117e-06
94,CORRIENTES,2020-07-01,11.606,36.68,0.0253164556962025,2,0.0795298277122188,79,993338,0.0,0.0,145932.66870886076,2.0134133598030075e-06
96,CORRIENTES,2020-09-01,127.532,174.488,0.0290416263310745,30,1.0399280003382534,1033,993338,0.0,0.0,122635.41318102613,3.0201200397045113e-05
97,CORRIENTES,2020-10-01,329.863,504.351,0.0313432835820895,42,1.348986951068015,1340,993338,0.0,0.0,244526.45723432835,4.228168055586316e-05
98,CORRIENTES,2020-11-01,647.648,1151.999,0.0188472496164803,86,4.593602580390562,4563,993338,0.0,0.0,140989.12316984442,8.657677447152933e-05
99,CORRIENTES,2020-12-01,521.318,1673.317,0.0200341005967604,94,4.723467742097856,4692,993338,0.993619493,0.99361949,110367.6426862745,9.463042791074135e-05
100,CORRIENTES,2021-01-01,966.606,2639.923,0.0124505928853754,63,5.09393580030161,5060,993338,8.399960537,9.39358003,189756.21953122527,6.342252083379474e-05
101,CORRIENTES,2021-02-01,787.868,3427.791,0.015704584040747,74,4.7436018756958855,4712,993338,15.38348478,24.7770648,166090.66710186758,7.449629431271129e-05
102,CORRIENTES,2021-03-01,631.103,4058.894,0.0109674892283587,84,7.710366461365617,7659,993338,61.10709547,85.8841603,81851.23277373025,8.456336111172632e-05
103,CORRIENTES,2021-04-01,425.986,4484.88,0.0183670902000251,146,8.002311398537055,7949,993338,96.61565348,182.499814,53232.86970285571,0.00014697917526561955
104,CORRIENTES,2021-05-01,343.506,4828.386,0.0124760076775431,182,14.685837046403138,14588,993338,131.2222023,313.722016,23390.290857417054,0.0001832206157420737
108,ENTRE RIOS,2020-06-01,18.078,75.952,0.003690036900369,1,0.219202458950093,271,1236300,0.0,0.0,82471.70258302582,8.08865162177465e-07
109,ENTRE RIOS,2020-07-01,19.544,95.496,0.0268199233716475,14,0.4222276146566367,522,1236300,0.0,0.0,46287.82988505747,1.132411227048451e-05
110,ENTRE RIOS,2020-08-01,19.447,114.943,0.0300414364640883,87,2.342473509665939,2896,1236300,0.0,0.0,8301.908183701657,7.037126910943945e-05
111,ENTRE RIOS,2020-09-01,24.33,139.273,0.0324410163339383,143,3.565477634878266,4408,1236300,0.0,0.0,6823.770190562613,0.00011566771819137749
112,ENTRE RIOS,2020-10-01,77.272,216.545,0.0243874643874643,214,7.097791798107256,8775,1236300,0.0,0.0,10886.766222222222,0.00017309714470597752
113,ENTRE RIOS,2020-11-01,295.409,511.954,0.0225927268333937,187,6.6949769473428775,8277,1236300,0.0,0.0,44123.975679594056,0.00015125778532718595
114,ENTRE RIOS,2020-12-01,267.506,779.46,0.0207413354743744,155,6.044649356952196,7473,1236300,0.592089299,0.5920893,44255.00706543556,0.00012537410013750707
115,ENTRE RIOS,2021-01-01,1050.292,1829.752,0.0172983173454945,220,10.287147132573,12718,1236300,9.461295802,10.0533851,102097.49957540493,0.0001779503356790423
116,ENTRE RIOS,2021-02-01,329.56,2159.312,0.0160975609756097,66,3.3163471649276066,4100,1236300,17.62678961,27.6801747,99374.39707317074,5.3385100703712694e-05
117,ENTRE RIOS,2021-03-01,188.715,2348.027,0.0112598904443091,37,2.65793092291515,3286,1236300,57.53943218,85.2196069,71000.71652465004,2.9928011000566206e-05
118,ENTRE RIOS,2021-04-01,332.264,2680.291,0.0131007692893594,172,10.61959071422794,13129,1236300,108.890237,194.109844,31287.834808439333,0.00013912480789452398
119,ENTRE RIOS,2021-05-01,449.026,3129.317,0.0182374866879659,411,18.22858529483135,22536,1236300,110.5476017,304.657446,24633.069036208737,0.0003324435816549381
125,FORMOSA,2020-08-01,30.398,63.127,0.125,1,0.0151545288362269,8,527895,0.0,0.0,2005869.0262499999,1.8943161045283626e-06
127,FORMOSA,2020-10-01,27.908,133.045,0.0465116279069767,2,0.0814555924947196,43,527895,0.0,0.0,342616.131627907,3.7886322090567252e-06
129,FORMOSA,2020-12-01,39.486,211.395,0.0227272727272727,1,0.0833499085992479,44,527895,3.320736131,3.32073613,473737.77204545453,1.8943161045283626e-06
130,FORMOSA,2021-01-01,974.928,1186.323,0.0157384987893462,13,1.5647051023404277,826,527895,9.060513928,12.3812501,623074.5963196126,2.4626109358868716e-05
131,FORMOSA,2021-02-01,148.845,1335.168,0.0478547854785478,29,1.1479555593441877,606,527895,16.86888491,29.250135,129660.94269801982,5.493516703132252e-05
132,FORMOSA,2021-03-01,205.692,1540.86,0.0313390313390313,33,1.9947148580683656,1053,527895,74.39547637,103.645611,103118.49794871795,6.251243144943597e-05
133,FORMOSA,2021-04-01,464.767,2005.627,0.0400405473897617,79,3.7374856742344593,1973,527895,92.46914633,196.114758,124352.85122402433,0.00014965097225774066
134,FORMOSA,2021-05-01,972.857,2978.484,0.0185671346497736,488,49.78831017531896,26283,527895,101.9937677,298.108525,19539.86782387855,0.0009244262590098409
136,JUJUY,2020-04-01,9.446,12.601,0.0217391304347826,1,0.068425906643263,46,672260,0.0,0.0,138047.1295652174,1.4875197096361526e-06
137,JUJUY,2020-05-01,8.234,20.835,0.0434782608695652,2,0.068425906643263,46,672260,0.0,0.0,120334.54,2.9750394192723053e-06
138,JUJUY,2020-06-01,18.731,39.566,0.0355329949238578,7,0.2930413827983221,197,672260,0.0,0.0,63919.299796954314,1.0412637967453069e-05
139,JUJUY,2020-07-01,71.7,111.266,0.0491372843210802,131,3.965727545889983,2666,672260,0.0,0.0,18079.91072768192,0.000194865081962336
140,JUJUY,2020-08-01,115.205,226.471,0.0584823586273562,363,9.2330348377116,6207,672260,0.0,0.0,12477.479184791364,0.0005399696545979235
141,JUJUY,2020-09-01,87.277,313.748,0.0452434456928838,302,9.92919406182132,6675,672260,0.0,0.0,8789.937980524344,0.0004492309523101181
142,JUJUY,2020-10-01,173.876,487.624,0.0434567901234567,88,3.012227412013209,2025,672260,0.0,0.0,57723.39741234568,0.00013090173444798143
143,JUJUY,2020-11-01,33.114,520.738,0.0342205323193916,18,0.7824353672686163,526,672260,0.0,0.0,42321.70653992395,2.677535477345075e-05
144,JUJUY,2020-12-01,30.886,551.624,0.0285714285714285,6,0.312379139023592,210,672260,1.594621129,1.59462113,98873.43980952381,8.925118257816917e-06
145,JUJUY,2021-01-01,146.893,698.517,0.0325,26,1.190015767708922,800,672260,9.7358165,11.3304376,123437.86022500001,3.867551245053997e-05
146,JUJUY,2021-02-01,115.24,813.757,0.0300957592339261,44,2.1747538154880552,1462,672260,22.12536816,33.4558058,52989.905882352934,6.545086722399072e-05
147,JUJUY,2021-03-01,61.06,874.817,0.0363636363636363,56,2.290780352839675,1540,672260,57.51346205,90.9692678,26654.67246753247,8.330110373962455e-05
148,JUJUY,2021-04-01,75.425,950.242,0.0248550124275062,60,3.5908725790616725,2414,672260,92.90155595,183.870824,21004.643951946975,8.925118257816917e-05
149,JUJUY,2021-05-01,55.704,1005.946,0.0186970493718959,64,5.09177996608455,3423,672260,78.78796894,262.658793,10939.98569675723,9.520126141671377e-05
