,STATE,MONTH,IVM,CUMULATIVE_IVM,CFR,DEATHS,CASES_PER_1000,CASES,POPULATION,VAX,CUMULATIVE_VAX,IVM/CASE,DEATHS_PER_1000
13,BUENOS AIRES,2021-04-01,120.218,710.952,0.0266918028311388,7235,17.38165708931421,271057,15594428,100.4101593,194.816636,6916.371631442834,0.00046394776390644145
14,BUENOS AIRES,2021-05-01,131.197,842.149,0.0286091835058948,7491,16.790548521561675,261839,15594428,104.1623329,298.978969,7813.74115512204,0.00048036388381798937
15,CAPITAL FEDERAL,2020-03-01,15.583,15.583,0.0570776255707762,25,0.1515003725248886,438,2891082,0.0,0.0,102857.83289041097,8.64728153680871e-06
16,CAPITAL FEDERAL,2020-04-01,36.729,52.312,0.0947647448641484,143,0.5219499135617737,1509,2891082,0.0,0.0,70368.82092644135,4.9462450390545824e-05
17,CAPITAL FEDERAL,2020-05-01,32.324,84.636,0.0385604113110539,345,3.094689116393101,8947,2891082,0.0,0.0,10444.991010171007,0.0001193324852079602
18,CAPITAL FEDERAL,2020-06-01,58.78,143.416,0.033516703705053,920,9.49436923615449,27449,2891082,0.0,0.0,6191.037923421619,0.00031821996055456054
19,CAPITAL FEDERAL,2020-07-01,105.001,248.417,0.0337801087801087,1739,17.806482140596493,51480,2891082,0.0,0.0,5896.785180303031,0.0006015049037004139
20,CAPITAL FEDERAL,2020-08-01,66.578,314.995,0.0244462314496673,1672,23.65723282840127,68395,2891082,0.0,0.0,2814.276736545069,0.0005783301891817666
21,CAPITAL FEDERAL,2020-09-01,62.276,377.271,0.0201620374269399,1197,20.53521830235185,59369,2891082,0.0,0.0,3032.6436799002845,0.00041403183998240105
22,CAPITAL FEDERAL,2020-10-01,85.947,463.218,0.0175023773420031,681,13.458283092627603,38909,2891082,0.0,0.0,6386.178638721119,0.00023555194906266927
23,CAPITAL FEDERAL,2020-11-01,81.704,544.922,0.0151879265596462,316,7.196613586193681,20806,2891082,0.0,0.0,11353.117549168508,0.0001093016386252621
24,CAPITAL FEDERAL,2020-12-01,115.692,660.614,0.0148810671190099,386,8.972073431331246,25939,2891082,0.43201819,0.43201819,12894.678235244226,0.00013351402692832648
25,CAPITAL FEDERAL,2021-01-01,404.304,1064.918,0.0112167982770997,625,19.273061089239253,55720,2891082,8.43870911,8.8707273,20977.674388514,0.00021618203842021776
26,CAPITAL FEDERAL,2021-02-01,228.571,1293.489,0.0142566750906493,519,12.591825482639372,36404,2891082,32.3515556,41.2222829,18152.33226628942,0.00017951756470414884
27,CAPITAL FEDERAL,2021-03-01,157.065,1450.554,0.0139715987173614,610,15.101612475882732,43660,2891082,79.752494,120.974777,10400.544991525423,0.00021099366949813253
28,CAPITAL FEDERAL,2021-04-01,287.015,1737.569,0.0137967141550895,1871,46.90700575078812,135612,2891082,148.185351,269.160128,6118.808809176179,0.0006471625502147639
29,CAPITAL FEDERAL,2021-05-01,174.36,1911.929,0.0142579010087108,1699,41.21709449956798,119162,2891082,138.032404,407.192532,4230.283626659506,0.00058766925324152
34,CATAMARCA,2020-07-01,5.742,27.601,0.003731343283582,1,0.7286172584416291,268,367820,0.0,0.0,7880.680746268657,2.718721113588168e-06
35,CATAMARCA,2020-08-01,5.677,33.278,0.0297029702970297,3,0.274590832472405,101,367820,0.0,0.0,20674.397425742573,8.156163340764504e-06
36,CATAMARCA,2020-09-01,17.911,51.189,0.0021881838074398,1,1.2424555489097928,457,367820,0.0,0.0,14415.807483588622,2.718721113588168e-06
37,CATAMARCA,2020-10-01,332.079,383.268,0.008816120906801,7,2.1586645641890057,794,367820,0.0,0.0,153835.38763224182,1.9031047795117176e-05
38,CATAMARCA,2020-11-01,575.454,958.722,0.0081490104772991,14,4.670762873144473,1718,367820,0.0,0.0,123203.42856810243,3.806209559023435e-05
39,CATAMARCA,2020-12-01,69.587,1028.309,0.0051502145922746,6,3.167310097330216,1165,367820,1.704638138,1.70463814,21970.377974248928,1.631232668152901e-05
40,CATAMARCA,2021-01-01,264.89,1293.199,0.008043758043758,25,8.449785221032027,3108,367820,10.51329455,12.2179327,31348.725804375805,6.79680278397042e-05
41,CATAMARCA,2021-02-01,262.329,1555.528,0.0080321285140562,22,7.446577130117992,2739,367820,17.33728454,29.5552172,35228.1317196057,5.98118644989397e-05
42,CATAMARCA,2021-03-01,239.541,1795.069,0.0085238279736536,22,7.017019194171063,2581,367820,63.86547768,93.4206949,34137.144757845796,5.98118644989397e-05
43,CATAMARCA,2021-04-01,471.465,2266.534,0.0151921358355674,68,12.16899570442064,4476,367820,108.5313469,201.952042,38743.13143431635,0.00018487303572399543
44,CATAMARCA,2021-05-01,1030.525,3297.059,0.0141992838622052,115,22.01892229895057,8099,367820,116.6276983,318.57974,46801.791023583166,0.00031265292806263934
45,CHACO,2020-03-01,3.446,3.446,0.06,6,0.0949247531481794,100,1053466,0.0,0.0,36302.43836,5.695485188890766e-06
46,CHACO,2020-04-01,7.346,10.792,0.0630252100840336,15,0.225920912492667,238,1053466,0.0,0.0,32515.803512605045,1.4238712972226917e-05
47,CHACO,2020-05-01,4.503,15.295,0.0880398671096345,53,0.5714470139520402,602,1053466,0.0,0.0,7879.995677740864,5.0310119168535104e-05
48,CHACO,2020-06-01,7.983,23.278,0.0365079365079365,46,1.196051889667061,1260,1053466,0.0,0.0,6674.459585714286,4.366538644816254e-05
49,CHACO,2020-07-01,8.597,31.875,0.0337794773741236,53,1.4893693768949354,1569,1053466,0.0,0.0,5772.24168387508,5.0310119168535104e-05
50,CHACO,2020-08-01,10.826,42.701,0.0374358974358974,73,1.851032686389499,1950,1053466,0.0,0.0,5848.627136410257,6.929506979817099e-05
51,CHACO,2020-09-01,37.231,79.932,0.0285544318857822,96,3.191370200841793,3362,1053466,0.0,0.0,11666.148913146937,9.112776302225226e-05
52,CHACO,2020-10-01,238.213,318.145,0.0288268564130633,158,5.202825720051715,5481,1053466,0.0,0.0,45785.31221638387,0.00014998110997412352
53,CHACO,2020-11-01,450.089,768.234,0.0233058443886697,130,5.2949027306054495,5578,1053466,0.0,0.0,85004.20553495876,0.00012340217909263327
54,CHACO,2020-12-01,339.738,1107.972,0.0234174899377972,128,5.188587007079488,5466,1053466,1.355525475,1.35552547,65477.94217124039,0.00012150368402966968
55,CHACO,2021-01-01,626.371,1734.343,0.0181398416886543,110,5.756237030905601,6064,1053466,9.446911433,10.8024369,108816.0540709103,0.00010441722846299738
56,CHACO,2021-02-01,302.565,2036.908,0.0162259615384615,54,3.159095784771412,3328,1053466,16.64600471,27.4484416,95775.82340444712,5.1259366700016894e-05
57,CHACO,2021-03-01,204.615,2241.523,0.0197109067017082,75,3.611886857288228,3805,1053466,61.49889982,88.9473414,56650.44562155059,7.119356486113457e-05
58,CHACO,2021-04-01,234.841,2476.364,0.0192186515437933,122,6.025823329846431,6348,1053466,93.70781781,182.655159,38972.43366509137,0.00011580819884077891
59,CHACO,2021-05-01,301.12,2777.484,0.0195058517555266,255,12.409512979061498,13073,1053466,127.7668192,310.421978,24265.255252811137,0.00024205812052785757
62,CHUBUT,2020-05-01,8.509,27.719,0.0909090909090909,1,0.0217104691829758,11,506668,0.0,0.0,391930.72836363636,1.9736790166341667e-06
63,CHUBUT,2020-06-01,12.186,39.905,0.0069930069930069,1,0.2822360993786858,143,506668,0.0,0.0,43176.61711888111,1.9736790166341667e-06
64,CHUBUT,2020-07-01,18.385,58.29,0.0161290322580645,3,0.367104297093955,186,506668,0.0,0.0,50081.13537634409,5.921037049902501e-06
65,CHUBUT,2020-08-01,13.011,71.301,0.0047003525264394,4,1.679600843155676,851,506668,0.0,0.0,7746.4833701527605,7.894716066536667e-06
66,CHUBUT,2020-09-01,28.85,100.151,0.0241955599900224,97,7.912479177686374,4009,506668,0.0,0.0,3646.139136941881,0.00019144686461351418
67,CHUBUT,2020-10-01,119.715,219.866,0.020468431771894,201,19.38152794334752,9820,506668,0.0,0.0,6176.757598778005,0.0003967094823434675
68,CHUBUT,2020-11-01,241.245,461.111,0.021865715983363,184,16.608508924976512,8415,506668,0.0,0.0,14525.385818181818,0.0003631569390606867
